,tweet,user,user_statuses_count,user_followers,user_location,user_verified,fav_count,rt_count,tweet_date
115,"@Ruble2010 @JulieFedup @ColtsSd I’m so sorry to hear that. Will keep them in my thoughts. My 44 year old cousin is on a ventilator with Covid, her husband and his mom just died of it, and their 16 year old daughter is suffering. It makes me so sick that this is happening.",JayCee84,11448,3045,Ohio,False,0,0,2020-10-29 12:53:00
116,"@BruiserK A chewer? Whats that mean over there in your neck of the woods?

Yes, I forgot about wine and caffeine.  I've stayed away from the wine right now. I want my heD clear. Covid has done a number on me being isolated. I am far more productive without it. Now, if I can get a sleep scd",Kelly of Dallas (NE and Mid Atlantic),28590,14703,An adventure somewhere! ,False,0,0,2020-10-29 12:53:00
117,Do I attract covid ? https://t.co/MxtTAAl4oN,C de Crespo,3999,273,,False,0,0,2020-10-29 12:53:00
118,"@realDonaldTrump More than 40 states are reporting an increase in Covid-19 cases and many in the Midwest are seeing record hospitalizations
Madeline Holcombe

By Madeline Holcombe, CNN

Updated 3:57 AM ET, Thu October 29, 2020",Itsme_Wahchek,3511,10,,False,0,0,2020-10-29 12:53:00
119,"White House science office says Trump ended COVID-19 pandemic as US hits record cases | TheHill

Whew!! I’m glad pandemic is over. Thank god for Trump. Now we can all throw away our masks and party like it’s 1999. 🙄 https://t.co/dDdmB3MXYk",JimA,1342,141,"Texas, USA",False,0,0,2020-10-29 12:53:00
120,"@realcolinquinn The numbers are not catastrophic in Inverclyde. This is going to ruin this area even further by decimating the local economy. Battered twice, first by Covid in spring and now this. Worst of both worlds.",Anna,1350,90,Gourock,False,0,0,2020-10-29 12:52:59
121,"@try_except_ There is an even better way, especially for non-tech-savvy users: https://t.co/lT7Cc9s4eA",Tobias 🌱 😷,28233,556,"Erfurt, Germany",False,0,0,2020-10-29 12:52:58
122,@realDonaldTrump Severely condemned. The CCP COVID-19  brings the most serious harm to human and Americans beings. A devastating blow to humans.,Han9,255,13,"New York, NY",False,0,0,2020-10-29 12:52:58
123,"@andrew_lilico Rush the acquisition of (or construction of) isolation facilities. Expected by December 2020.– Daily new cases of COVID-19 will surge beyond capacity of testing, including increases in COVID related deaths following the same growth curves. Expected by end of November 2020.",BMS Matrix,6148,247,United Kingdom,False,0,0,2020-10-29 12:52:58
124,"For the sake of consistency, transparency and fairness I’m expecting Baroness Davidson aka @RuthDavidsonMSP to be calling soon for an immediate COVID/care-home public inquiry south of the border. I’ll wait ...",Derek Douglas,15016,387,EDINBURGH - SCOTLAND,False,0,0,2020-10-29 12:52:58
125,COVID’s Scars: Psychological Residuals | Psychology Today https://t.co/Cidzgeztcs,Frank John Ninivaggi MD,3099,450,"New Haven, CT",False,1,1,2020-10-29 12:52:58
126,"Covid-19 set off once in-a-century crisis; economy may contract: K M Birla 

He mentioned that Covid-19 struck India at a time when the underlying economic conditions More on https://t.co/ZyZgVcTHv2 https://t.co/1tLs4dyUHv",Ahlain News,24324,106,,False,0,0,2020-10-29 12:52:56
127,@leftywoke @Thee_Roxy_Cox Surly if you're a nurse in contact with covid patients you have more reason to use it as it'll notify other people you've possibly exposed if you become infected. As for if making false contacts while you're at work you can turn the tracking off in work hours.,Mark B 3.5% #FBPE,8253,461,Catermham,False,0,0,2020-10-29 12:52:55
128,#COVID19: breaking the cycle of #deprivation and ill health https://t.co/8Q0jbFaLwL Report from @Strategy_Unit on the impact of a coronavirus #recession on #populationhealth and what measures the #NHS and other local organisations can take.,NHFT Library Service,21720,1736,Northamptonshire,False,0,0,2020-10-29 12:52:55
129,"@realDonaldTrump @nytimes @Google @CNN Seniors, for the psychopath in the WH you are expendable.  In one sentence he stated that COVID affects the seniors but  it practically affects nobody.  Seniors for him are nobody.

https://t.co/5xhdbzPvXP",rafael salas,34383,42,,False,0,0,2020-10-29 12:52:54
130,📢 Edinburgh will be in Protection Level 3 from 2nd November - that means things will largely stay the same for us. You can find out more about Level 3 here: https://t.co/pZ5qucBXU3 https://t.co/OCscE5MMoD,Catriona MacDonald,8708,3728,"Edinburgh, Scotland",False,0,0,2020-10-29 12:52:54
131,@Qualifyfor It’s a distraction from his miserable failure with COVID.,Janet Bell,6160,693,Canada,False,0,0,2020-10-29 12:52:54
132,@DHS_Wolf @WhiteHouse How many American lives will this save @realDonaldTrump #COVID__19 #226KDeadAmericans https://t.co/CxXXfkeZij,MJSondmer,4352,13,,False,0,0,2020-10-29 12:52:54
133,We can't leave millions of people behind in our recovery from covid. Please introduce an #EmergencyBasicIncome to make sure everyone is supported! @RishiSunak,Sandra Winter,569,96,,False,0,0,2020-10-29 12:52:54
134,She has NO idea;she changes with ever changing sciences;she may kiss T’s ass but advises the safest sex against “covid” is having sex by yourself! 😖😖😖People listen to her 🤦🏼‍♀️🤦🏼‍♀️🤦🏼‍♀️ https://t.co/u6vJMH4SJ7,Elaine Steele,5114,31,Canada ,False,0,0,2020-10-29 12:52:53
135,"The President wants your grandma to die.
#ONEV1
#FAM46 
Trump’s COVID Advisers: He’s Now Pushing Herd Immunity https://t.co/u0uEfFyzmJ via @thedailybeast",DMR,64535,6298,SF Bay Area,False,0,0,2020-10-29 12:52:53
136,"@Simes43 @Phyeinstein20 @business If covid kills you, because you are diabetic, it doesn’t mean Sars-Cov-2 is harmless. It just shows that it is extremely dangerous to diabetics. I am wondering if you used the logic back then, when HIV was spreading. Incidence is BTW extremely low, yet still considered dangerous.",Andreas Sebayang,5005,583,Berlin,False,0,0,2020-10-29 12:52:53
137,"(Dutch language warning) Interesting article on the reproduction index as calculated by the RIVM in the Netherlands.

https://t.co/86l7BUoH6S https://t.co/vIJs9sxvUw",covid-analytics-nl,12,20,Netherlands,False,0,0,2020-10-29 12:52:53
138,Good News! Trump Ended COVID-19 Pandemic! https://t.co/1yhtg4u8Um via @YouTube,Satoshi Kimura,22069,151,Yokohama-shi Kanagawa,False,0,0,2020-10-29 12:52:52
139,"@MBuhari Oga make COVID kill us. 
We don't care anymore. 
D persons who died around me Diz year non died of Covid. 

Mr President you and ur geng stole all d 💰 now u talking fragile. 

Or Na COVID SHOOT PEOPLE FOR #LEKKITOLLGATEMASSACRE",#EndSarsNow 🙏MOED,5505,3118,☁ cloud ,False,0,0,2020-10-29 12:52:52
140,"East Lothian will be in protection level 3 from 6:00am on Monday 2nd November. Full details of what that means can be found here
https://t.co/E9lBJXCiNp",Cllr Neil Gilbert,1054,722,East Lothian,False,0,0,2020-10-29 12:52:52
141,"But when we’re on about Covid and it drags on I feel myself invested but simultaneously about to blow a fuse.

That’s a separate story from whether I believe it’s necessary to follow-up and keep to the precautions, of course.",Anba #無敵子分( *｀ω´),153733,4103,Banana islands (&België),False,0,0,2020-10-29 12:52:52
142,"kinda liking all the COVID data we're getting now

I mean, strictly from a data-lovin' pov",∞ savage ✡️🏳️‍🌈,416,5831,SRQ FL,True,0,0,2020-10-29 12:52:51
143,@MarcusRashford See any of @piersmorgan tirades on Covid.,Coldfell 🙄,3957,69,"Cumbria, England",False,0,0,2020-10-29 12:52:51
144,@ouibite @JSam015 Le covid par exemple,K,7521,149,,False,0,0,2020-10-29 12:52:51
145,"There are good things happening... like how Medicaid, Medicare, and Private Insurances will be required to cover the vaccine and administration of it. Let’s focus on the good today. https://t.co/vmwuyXtvrW",renrenwiz,85,68,,False,0,0,2020-10-29 12:52:51
146,"@mojos55 I feel very tearful about what could have been . We deserved to win in Dec and whilst Covid was and is bad . We could have held fast to the belief that our gov cared  about us all . No dodgy contracts to billionaire friends ,😞",Jenni,1614,166,,False,0,1,2020-10-29 12:52:51
147,Children in the poorest countries have already lost nearly 4 months of schooling since the start of the #COVID_19 pandemic according to a new report from @UNICEF  @UNESCO &amp; @WorldBank. https://t.co/6Taol6G2uO,UNICEF Canada Media,532,145,Canada,False,0,0,2020-10-29 12:52:51
148,"putting my life on hold, skipping my 20s, wasting my youth for my aunt to say that yansoun cured her covid",☭ loubna del rey,4876,290,,False,0,0,2020-10-29 12:52:50
149,"Large Covid outbreak in China linked to Xinjiang forced labour
#covid19 #ForcedLabour #UyghurLivesMatter

https://t.co/DekA5VAKdh",Anduin #HumanRights4All 🌻,25683,552,jebloquelestrollsLand,False,0,0,2020-10-29 12:52:50
150,"To put it another way, if you really care about where the economy is going, keep your eye not on the fact that we've only climbed partially out of the deep hole Trump mismanagement created in the spring, but that another downturn looms because of his COVID mismanagement all year.",David Rothkopf,148782,194892,"Washington, DC & New York City",True,5,0,2020-10-29 12:52:50
151,"BREAKING NEWS: Economy grows record-shattering 33.1% from July to September - but is still in a deep downturn caused by coronavirus and lockdowns
via https://t.co/jd7FciGLBY https://t.co/rkxRpfBkSY",Lori Robichaud,641,132,Combined Insurance,False,0,0,2020-10-29 12:52:50
152,"The GDP number is doubly misleading. First, as others have noted, what it is really saying is we only bounced back partially after the collapse in the spring. Second, it describes an annualized trend that's not going to happen (&amp; seems especially unlikely given COVID's rebound.)",David Rothkopf,148782,194892,"Washington, DC & New York City",True,7,1,2020-10-29 12:52:50
153,@lohiyaarpit 3/3 Please check IRCC’s COVID-19 web page for details: https://t.co/pKp9Rru8dK No immigration decisions are made based on our social media answers.,IRCC,86503,365033,Canada,True,0,0,2020-10-29 12:52:50
154,@MBuhari I'd prefer a second wave of covid-19 than your second tenure in office 😪,|MK|,906,175,Nigeria,False,0,0,2020-10-29 12:52:50
155,Identification of phytochemical inhibitors against main protease of COVID-19 using molecular modeling approaches https://t.co/OuYbh1tvPU,José G. Ortega F.,1989,228,,False,0,0,2020-10-29 12:52:50
156,"HIIII!  Singew and Jouwney fwontman Awnew Pineda thanks and commends aww awtists who continue to wwite, sing, and pwoduce music duwing da COVID-19 pandemic.

Tune in to this episode of #WappwewTawk: (இωஇ ) https://t.co/1yy1HvYDkp https://t.co/WY24aS1d0P",Wappwew uwu,18056,42,Phiwippwines,False,0,0,2020-10-29 12:52:49
157,"Watch leaders from the Industrial &amp; Manufacturing sector in India share insights on how their businesses are transforming, as markets recover from the impact of the COVID-19 lockdown.

https://t.co/syriE5cetM 

#leadershipinsights #industrialandmanufacturing #automotive",EMA Partners,256,255,London,False,0,0,2020-10-29 12:52:49
158,"@Conservatives @BorisJohnson Another political ploy to make him and his entourage look like they have the British peoples wellbeing at heart. The same party that cut the police force numbers, delayed and mishandled actions on Covid resulting in an obvious pandemic status. Whole party builds on lies",Karen Murray,307,2,,False,0,0,2020-10-29 12:52:49
159,"Especially after COVID, better foster care is imperative - New York Daily News https://t.co/SOzYKWU8Qp",Zuri4NYC,120,9,,False,0,0,2020-10-29 12:52:49
160,"GetYourGuide closes $133M convertible note as travel startups continue to weather the Covid-19 storm
TechCrunch | October 29, 2020 https://t.co/xYiOLrbmtt #news",Newspages,44899,94,,False,0,0,2020-10-29 12:52:49
161,@rww_gop @GOP @GOPChairwoman Bullshit.  Where is my $200 he promised for my prescription costs; where is trumps Healrhcare plan &amp; COVID plan? Trumps is an empty suit who doesn’t deserve a 2nd term.,angela#KBM,22611,82,,False,0,0,2020-10-29 12:52:49
162,"@Mindbridge @iwantbamboo This is just silly. Covid-19, and all the business closures, created what's going on now. Before covid we were doing pretty dang good, economically.",Mike Matthews,599,57,North Texas,False,0,0,2020-10-29 12:52:49
163,During COVID-19 these diseases are continuing to affect over 1.5 billion people in extreme poverty. It’s time to make sure they aren’t forgotten and for world leaders to #EndTheNeglect https://t.co/6utcyHPWF8,Taj Astrid Jele,9282,980,Republic of South Africa,False,0,0,2020-10-29 12:52:48
164,Bless the math department at my school. They just send an email out with a proposal to move to remote instruction after thanksgiving break to avoid further spread of COVID due to travel. Highly respect them taking a stand and urging our admin to take responsible action,Lucy Johnson 🧘🏻‍♀️,11838,2905,"Eau Claire, WI",False,0,0,2020-10-29 12:52:48
165,"United Airlines to offer free covid testing for passengers on select routes 
https://t.co/sB0mc26QVn",Feedpushr feeds.,198563,48,Tou,False,0,0,2020-10-29 12:52:48
166,"@FatEmperor I know zero people who have died of covid19 here in the UK, 

But have now heard of two decapitations In a  matter of weeks in France. 

Tbh if I'm under lockdown in France it would be for non covid reasons",ProPrice,554,1104,Cardiff Liverpool Amsterdam,False,0,0,2020-10-29 12:52:48
167,#Nashik District #CoronaUpdates 29 OCTOBER 2020 AT 6.30 PM #COVID #StayHome https://t.co/mExN5c5vJO,Nasik News - नाशिक न्यूज़ - Nashik News,20329,672,"Nashik, India",False,0,0,2020-10-29 12:52:47
168,"Let’s place COVID-19 in context (The Denver Gazette), Oct 29, 2020 
 https://t.co/1SSdAuyqms",Jerre Lamgo,181,130,"Golden, CO",False,0,0,2020-10-29 12:52:47
169,"B is once again barred from school for having a runny nose until we produce either a doctor’s note saying it’s just a cold, a negative Covid test, or wait 10 days. 

So basically kids will be going to school only once in a great while for the next 5 months. Yaaaaaay","I yield my time, fuck you",118363,7240,"Chicago, IL",False,0,0,2020-10-29 12:52:47
170,@CornwallCouncil And have a #Covid-19 test before you travel to #Cornwall @BBCSpotlight,Kernow Life,15592,919,Cornwall UK preferably the Moon!,False,0,0,2020-10-29 12:52:47
171,"Surprised that in the 7 month long age of Covid-19, banks are still charging overdraft fees, return check fees, and monthly fees.  @askRegions @AskSunTrust  @FifthThird  @WellsFargo @tnsenate",Brian LaRocco,2284,159,"Chattanooga, Tennessee",False,0,0,2020-10-29 12:52:47
172,In London clear link between COVID and violent knife crime and murders so witty observation. https://t.co/Ro5rGOwKT0,The Controversialist,38423,1209,"London, England",False,0,0,2020-10-29 12:52:47
173,"261 polling places in the state have been closed, most due to COVID-19.
Remember Trump as you search for voting place!
#VoteTrumpOut 
#VoteOutCorruptGOP 

Polling Places Are Closing Due To COVID-19, It Could Tip Races In 1 Swing State

https://t.co/2Wmmn8jNg8",Deb,38804,761,anywhere,False,0,0,2020-10-29 12:52:47
174,@RealBobbyPlays @RealMamaPlays Happy belated birthday MAMA drake and stay safe cuz i freakin got covid today,Known Finatic,59,1,,False,0,0,2020-10-29 12:52:47
175,"@washingtonpost We Like Sarah! She makes us laugh! 

How much more crap can we take .....
Trump, COVID? Why even with this?",Lisa Jarrett,49252,1451,,False,0,0,2020-10-29 12:52:46
176,"@BestyMike @MichaelYeadon3 By all accounts, virus has transitioned to a 5th endemic HCoV. As such, Covid is, and look set to remain, part of the background death rate. Get used to it.",Phil Edwards,3759,317,Who can say?,False,0,0,2020-10-29 12:52:46
